date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:56:39	284/284	---M--	303	error ('SEE%20OTHER')	text/html	date:Mon,%2018%20Mar%202024%2019:56:39%20GMT	https://epss1.odoo.com/website/social/instagram	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/website/social/instagram	(from https://epss1.odoo.com/)
21:56:39	272/272	---M--	303	error ('SEE%20OTHER')	text/html	date:Mon,%2018%20Mar%202024%2019:56:40%20GMT	https://epss1.odoo.com/website/social/youtube	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/website/social/youtube	(from https://epss1.odoo.com/)
21:56:39	278/278	---M--	303	error ('SEE%20OTHER')	text/html	date:Mon,%2018%20Mar%202024%2019:56:40%20GMT	https://epss1.odoo.com/website/social/tiktok	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/website/social/tiktok	(from https://epss1.odoo.com/)
21:56:40	2594/2594	---M--	200	added ('OK')	image/webp	etag:%2265f60b26-a22%22	https://epss1.odoo.com/web/image/website/1/logo/Ep%20Sounds?unique=12a4e44	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web/image/website/1/logo/Ep%20Sounds4f8c-2.webp	(from https://epss1.odoo.com/)
21:56:40	25939/25939	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2019:56:40%20GMT	https://epss1.odoo.com/contactus	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/contactus.html	(from https://epss1.odoo.com/)
21:56:40	218/218	---M--	303	error ('SEE%20OTHER')	text/html	date:Mon,%2018%20Mar%202024%2019:56:40%20GMT	https://epss1.odoo.com/About	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/About	(from https://epss1.odoo.com/)
21:56:40	25923/25923	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2019:56:41%20GMT	https://epss1.odoo.com/about	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/about.html	(from https://epss1.odoo.com/)
21:56:40	238/238	---M--	303	error ('SEE%20OTHER')	text/html	date:Mon,%2018%20Mar%202024%2019:56:41%20GMT	https://epss1.odoo.com/Sell-Your-Music	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/Sell-Your-Music	(from https://epss1.odoo.com/)
21:56:41	25651/25651	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2019:56:41%20GMT	https://epss1.odoo.com/sell-your-music	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/sell-your-music.html	(from https://epss1.odoo.com/)
21:56:41	222/222	---M--	303	error ('SEE%20OTHER')	text/html	date:Mon,%2018%20Mar%202024%2019:56:41%20GMT	https://epss1.odoo.com/Artists	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/Artists	(from https://epss1.odoo.com/)
21:56:41	20913/20913	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2019:56:42%20GMT	https://epss1.odoo.com/artists	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/artists.html	(from https://epss1.odoo.com/)
21:56:41	22270/22270	---MCZ	404	error ('NOT%20FOUND')	text/html	date:Mon,%2018%20Mar%202024%2019:56:42%20GMT	https://epss1.odoo.com/Latest%20Releases	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/Latest%20Releases	(from https://epss1.odoo.com/)
21:56:42	282/282	---M--	303	error ('SEE%20OTHER')	text/html	date:Mon,%2018%20Mar%202024%2019:56:42%20GMT	https://epss1.odoo.com/website/social/facebook	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/website/social/facebook	(from https://epss1.odoo.com/)
21:56:42	270/270	---M--	303	error ('SEE%20OTHER')	text/html	date:Mon,%2018%20Mar%202024%2019:56:42%20GMT	https://epss1.odoo.com/website/social/twitter	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/website/social/twitter	(from https://epss1.odoo.com/)
21:56:42	284/284	---M--	303	error ('SEE%20OTHER')	text/html	date:Mon,%2018%20Mar%202024%2019:56:42%20GMT	https://epss1.odoo.com/website/social/instagram	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/website/social/instagram	(from https://epss1.odoo.com/)
21:56:42	272/272	---M--	303	error ('SEE%20OTHER')	text/html	date:Mon,%2018%20Mar%202024%2019:56:43%20GMT	https://epss1.odoo.com/website/social/youtube	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/website/social/youtube	(from https://epss1.odoo.com/)
21:56:42	278/278	---M--	303	error ('SEE%20OTHER')	text/html	date:Mon,%2018%20Mar%202024%2019:56:43%20GMT	https://epss1.odoo.com/website/social/tiktok	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/website/social/tiktok	(from https://epss1.odoo.com/)
21:56:43	63169/63169	---M--	200	added ('OK')	image/jpeg	etag:%221706268615-63169-380247825-0x0-crop=False-quality=0%22	https://epss1.odoo.com/web/image/website.s_banner_default_image_2	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web/image/website.s_banner_default_image_2.jpg	(from https://epss1.odoo.com/)
21:56:43	8253/8253	---M--	200	added ('OK')	image/jpeg	etag:%221706268615-8253-380575506-0x0-crop=False-quality=0%22	https://epss1.odoo.com/web/image/website.s_banner_default_image_3	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web/image/website.s_banner_default_image_3.jpg	(from https://epss1.odoo.com/)
21:56:43	31522/31522	---M--	200	added ('OK')	image/jpeg	etag:%221706268615-31522-3645185664-0x0-crop=False-quality=0%22	https://epss1.odoo.com/web/image/website.s_banner_default_image	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web/image/website.s_banner_default_image.jpg	(from https://epss1.odoo.com/)
21:56:43	282/282	---M--	303	error ('SEE%20OTHER')	text/html	date:Mon,%2018%20Mar%202024%2019:56:44%20GMT	https://epss1.odoo.com/website/social/facebook	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/website/social/facebook	(from https://epss1.odoo.com/)
21:56:44	270/270	---M--	303	error ('SEE%20OTHER')	text/html	date:Mon,%2018%20Mar%202024%2019:56:44%20GMT	https://epss1.odoo.com/website/social/twitter	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/website/social/twitter	(from https://epss1.odoo.com/)
21:56:44	272/272	---M--	303	error ('SEE%20OTHER')	text/html	date:Mon,%2018%20Mar%202024%2019:56:44%20GMT	https://epss1.odoo.com/website/social/youtube	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/website/social/youtube	(from https://epss1.odoo.com/)
21:56:44	284/284	---M--	303	error ('SEE%20OTHER')	text/html	date:Mon,%2018%20Mar%202024%2019:56:44%20GMT	https://epss1.odoo.com/website/social/instagram	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/website/social/instagram	(from https://epss1.odoo.com/)
21:56:44	278/278	---M--	303	error ('SEE%20OTHER')	text/html	date:Mon,%2018%20Mar%202024%2019:56:45%20GMT	https://epss1.odoo.com/website/social/tiktok	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/website/social/tiktok	(from https://epss1.odoo.com/)
21:56:44	3880/3880	---M--	200	added ('OK')	image/webp	etag:%2265f60b10-f28%22	https://epss1.odoo.com/web/image/269-f42234a8/website_logo-svg.webp	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web/image/269-f42234a8/website_logo-svg.webp	(from https://epss1.odoo.com/)
21:56:45	627/627	---M--	200	added ('OK')	image/png	etag:%2265b397a0-273%22	https://epss1.odoo.com/web/static/img/odoo_logo_tiny.png	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web/static/img/odoo_logo_tiny.png	(from https://epss1.odoo.com/)
21:56:45	135/135	---M--	200	added ('OK')	image/png	etag:%2265b397a0-87%22	https://epss1.odoo.com/web/static/img/transparent.png	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web/static/img/transparent.png	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:45	2874/2874	---M--	200	added ('OK')	image/svg+xml	etag:%2265b397a0-b3a%22	https://epss1.odoo.com/web/static/img/empty_folder.svg	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web/static/img/empty_folder.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:46	98024/98024	---M--	200	added ('OK')	font/woff	etag:%2265b397a0-17ee8%22	https://epss1.odoo.com/web/static/src/libs/fontawesome/fonts/fontawesome-webfont.woff?v=4.7.0	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web/static/src/libs/fontawesome/fonts/fontawesome-webfont3e6e.woff	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:46	6112/6112	---M--	200	added ('OK')	font/woff2	etag:%2265b397a0-17e0%22	https://epss1.odoo.com/web/static/lib/odoo_ui_icons/fonts/odoo_ui_icons.woff2	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web/static/lib/odoo_ui_icons/fonts/odoo_ui_icons.woff2	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:46	7364/7364	---M--	200	added ('OK')	font/woff	etag:%2265b397a0-1cc4%22	https://epss1.odoo.com/web/static/lib/odoo_ui_icons/fonts/odoo_ui_icons.woff	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web/static/lib/odoo_ui_icons/fonts/odoo_ui_icons.woff	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:46	613/613	---M--	200	added ('OK')	image/png	etag:%2265b397a0-265%22	https://epss1.odoo.com/web/static/lib/select2/select2.png	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web/static/lib/select2/select2.png	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:46	1849/1849	---M--	200	added ('OK')	image/gif	etag:%2265b397a0-739%22	https://epss1.odoo.com/web/static/lib/select2/select2-spinner.gif	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web/static/lib/select2/select2-spinner.gif	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:46	845/845	---M--	200	added ('OK')	image/png	etag:%2265b397a0-34d%22	https://epss1.odoo.com/web/static/lib/select2/select2x2.png	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web/static/lib/select2/select2x2.png	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:47	1220/1220	---M--	200	added ('OK')	font/woff	etag:%2265b397a0-4c4%22	https://epss1.odoo.com/web/static/fonts/tiktok_only.woff	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web/static/fonts/tiktok_only.woff	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:47	1505/1505	---M--	200	added ('OK')	image/svg+xml	etag:%2265b397a0-5e1%22	https://epss1.odoo.com/web/static/img/mimetypes/unknown.svg	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web/static/img/mimetypes/unknown.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:47	1374/1374	---M--	200	added ('OK')	image/svg+xml	etag:%2265b397a0-55e%22	https://epss1.odoo.com/web/static/img/mimetypes/image.svg	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web/static/img/mimetypes/image.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:47	1473/1473	---M--	200	added ('OK')	image/svg+xml	etag:%2265b397a0-5c1%22	https://epss1.odoo.com/web/static/img/mimetypes/audio.svg	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web/static/img/mimetypes/audio.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:47	691/691	---M--	200	added ('OK')	image/svg+xml	etag:%2265b397a0-2b3%22	https://epss1.odoo.com/web/static/img/mimetypes/text.svg	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web/static/img/mimetypes/text.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:48	2851/2851	---M--	200	added ('OK')	image/svg+xml	etag:%2265b397a0-b23%22	https://epss1.odoo.com/web/static/img/mimetypes/binary.svg	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web/static/img/mimetypes/binary.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:48	1063/1063	---M--	200	added ('OK')	image/svg+xml	etag:%2265b397a0-427%22	https://epss1.odoo.com/web/static/img/mimetypes/video.svg	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web/static/img/mimetypes/video.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:48	2067/2067	---M--	200	added ('OK')	image/svg+xml	etag:%2265b397a0-813%22	https://epss1.odoo.com/web/static/img/mimetypes/archive.svg	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web/static/img/mimetypes/archive.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:48	2113/2113	---M--	200	added ('OK')	image/svg+xml	etag:%2265b397a0-841%22	https://epss1.odoo.com/web/static/img/mimetypes/pdf.svg	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web/static/img/mimetypes/pdf.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:48	1498/1498	---M--	200	added ('OK')	image/svg+xml	etag:%2265b397a0-5da%22	https://epss1.odoo.com/web/static/img/mimetypes/document.svg	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web/static/img/mimetypes/document.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:49	2555/2555	---M--	200	added ('OK')	image/svg+xml	etag:%2265b397a0-9fb%22	https://epss1.odoo.com/web/static/img/mimetypes/web_code.svg	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web/static/img/mimetypes/web_code.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:49	3457/3457	---M--	200	added ('OK')	image/svg+xml	etag:%2265b397a0-d81%22	https://epss1.odoo.com/web/static/img/mimetypes/web_style.svg	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web/static/img/mimetypes/web_style.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:49	2015/2015	---M--	200	added ('OK')	image/svg+xml	etag:%2265b397a0-7df%22	https://epss1.odoo.com/web/static/img/mimetypes/disk.svg	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web/static/img/mimetypes/disk.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:49	673/673	---M--	200	added ('OK')	image/svg+xml	etag:%2265b397a0-2a1%22	https://epss1.odoo.com/web/static/img/mimetypes/spreadsheet.svg	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web/static/img/mimetypes/spreadsheet.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:50	2275/2275	---M--	200	added ('OK')	image/svg+xml	etag:%2265b397a0-8e3%22	https://epss1.odoo.com/web/static/img/mimetypes/certificate.svg	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web/static/img/mimetypes/certificate.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:50	877/877	---M--	200	added ('OK')	image/svg+xml	etag:%2265b397a0-36d%22	https://epss1.odoo.com/web/static/img/mimetypes/presentation.svg	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web/static/img/mimetypes/presentation.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:50	881/881	---M--	200	added ('OK')	image/svg+xml	etag:%2265b397a0-371%22	https://epss1.odoo.com/web/static/img/mimetypes/font.svg	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web/static/img/mimetypes/font.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:50	1465/1465	---M--	200	added ('OK')	image/svg+xml	etag:%2265b397a0-5b9%22	https://epss1.odoo.com/web/static/img/mimetypes/print.svg	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web/static/img/mimetypes/print.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:50	2549/2549	---M--	200	added ('OK')	image/svg+xml	etag:%2265b397a0-9f5%22	https://epss1.odoo.com/web/static/img/mimetypes/script.svg	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web/static/img/mimetypes/script.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:51	984/984	---M--	200	added ('OK')	image/svg+xml	etag:%2265b397a0-3d8%22	https://epss1.odoo.com/web/static/img/mimetypes/javascript.svg	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web/static/img/mimetypes/javascript.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:51	733/733	---M--	200	added ('OK')	image/svg+xml	etag:%2265b397a0-2dd%22	https://epss1.odoo.com/web/static/img/mimetypes/calendar.svg	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web/static/img/mimetypes/calendar.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:51	1501/1501	---M--	200	added ('OK')	image/svg+xml	etag:%2265b397a0-5dd%22	https://epss1.odoo.com/web/static/img/mimetypes/vector.svg	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web/static/img/mimetypes/vector.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:52	326/326	---M--	200	added ('OK')	application/octet-stream	etag:%2265b397a0-146%22	https://epss1.odoo.com/web/static/img/openhand.cur	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web/static/img/openhand.cur	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:52	853/853	---M--	200	added ('OK')	image/svg+xml	etag:%2265b397a0-355%22	https://epss1.odoo.com/web_editor/static/src/img/curved_arrow.svg	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/static/src/img/curved_arrow.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:52	2705/2705	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:56:52%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Airy/01.svg?c1=%236930C3	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Airy/01c368.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:52	3611/3611	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:56:53%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Airy/02.svg?c1=%236930C3	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Airy/02c368.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:52	5505/5505	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:56:53%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Airy/03.svg?c5=%23110d16	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Airy/0314ce.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:53	6106/6106	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:56:53%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Airy/03_001.svg?c5=%23110d16	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Airy/03_00114ce.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:53	2262/2262	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:56:53%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Airy/04.svg?c1=%236930C3	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Airy/04c368.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:53	3863/3863	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:56:53%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Airy/04_001.svg?c1=%236930C3	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Airy/04_001c368.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:53	2889/2889	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:56:54%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Airy/05.svg?c1=%236930C3	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Airy/05c368.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:53	4616/4616	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:56:54%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Airy/05_001.svg?c1=%236930C3	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Airy/05_001c368.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:54	31760/31760	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:56:54%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Airy/06.svg?c2=%23333038	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Airy/06b7bb.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:54	28556/28556	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:56:54%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Airy/07.svg?c2=%23333038	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Airy/07b7bb.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:54	2299/2299	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:56:54%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Airy/08.svg?c1=%236930C3	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Airy/08c368.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:54	2378/2378	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:56:55%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Airy/09.svg?c1=%236930C3	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Airy/09c368.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:54	2707/2707	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:56:55%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Airy/10.svg?c5=%23110d16	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Airy/1014ce.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:55	4386/4386	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:56:55%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Airy/11.svg?c5=%23110d16	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Airy/1114ce.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
21:56:55	1217/1217	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Mar%202024%2019:56:55%20GMT	https://epss1.odoo.com/web_editor/shape/web_editor/Airy/12.svg?c1=%236930C3&c3=%23333038	D:/Marwan/sssss/Ep%20Sound/epss1.odoo.com/web_editor/shape/web_editor/Airy/126b15.svg	(from https://epss1.odoo.com/web/assets/1/c227b4f/web.assets_frontend.min.css)
